3,3,망하다,verb,1069
4,3,수포,noun,1166
10,3,패배,noun,1112
18,3,불사,noun,1158
18,2,최후통첩,noun,1169
21,2,움푹,adverb,1155
21,6,펜,noun,1129
23,4,글자,noun,977
23,2,갈기다,verb,1141
23,7,부러뜨리다,verb,1158
30,3,외우다,verb,1071
38,2,허둥대다,verb,1146
47,2,설정,noun,1075
62,16,심술궂다,adjective,1158
67,3,볼,noun,1100
70,3,헌신,noun,1158
71,2,숙명,noun,1145
80,2,파스타,noun,1171
85,2,배지,noun,1160
91,4,걱정거리,noun,1157
95,3,버릇,noun,1048
98,2,고자,noun,1169
101,12,감시,noun,1071
120,5,건,dependent noun,923
124,3,살해,noun,1142
132,2,끼얹다,verb,1141
132,3,섞다,verb,987
138,9,대목,noun,1014
138,3,헛기침,noun,1148
144,2,장정,noun,1144
163,5,빈정대다,verb,1165
190,3,가닥,noun,1087
230,4,먹이다,verb,963
236,2,변함없다,adjective,1139
310,10,말썽,noun,1118
317,3,늘어놓다,verb,1051
319,3,응하다,verb,1090
337,4,우울증,noun,1143
353,2,우편물,noun,1146
358,3,홍보,noun,1019
380,4,허가,noun,1025
382,6,학비,noun,1140
385,2,손대다,verb,1156
390,2,물가,noun,853
399,4,허세,noun,1154
408,3,내년,noun,822
422,2,곧다,adjective,1133
425,4,촉촉하다,adjective,1154
430,4,거래,noun,795
446,3,죽,adverb,1117
448,3,몰아넣다,verb,1122
457,2,대접,noun,1115
460,10,지원서,noun,1171
462,2,우표,noun,1163
465,4,지원,noun,592
470,2,원서,noun,1111
509,2,알아맞히다,verb,1138
541,8,으르렁대다,verb,1167
565,2,팁,noun,1162
565,8,편집자,noun,1136
571,3,에세이,noun,1150
585,2,야생,noun,1128
587,2,들,noun,1085
592,5,뇌물,noun,1078
599,2,구기다,verb,1145
616,3,처지,noun,971
616,3,가을,noun,700
620,4,참,noun,1142
639,39,전사,noun,1156
646,5,논쟁,noun,1021
669,8,헤드라인,noun,1171
670,3,사망자,noun,1144
671,2,갱,noun,1143
681,2,설치다,verb,1141
681,4,뉴스,noun,524
696,3,지면,noun,1143
705,2,남극,noun,1164
707,2,펭귄,noun,1166
755,3,덜다,verb,1079
776,3,분류,noun,1033
776,3,캐시,noun,1168
792,2,갈라놓다,verb,1154
796,3,장점,noun,1011
824,4,단검,noun,1170
840,5,머릿수,noun,1168
841,8,휴전,noun,1127
841,5,공존,noun,1126
842,2,증조부,noun,1164
845,2,유전,noun,1113
848,5,위기,noun,570
848,3,모조리,adverb,1107
848,2,멸종,noun,1159
875,4,지방,noun,415
879,5,해석,noun,971
897,3,변덕,noun,1157
897,4,일시,noun,1117
923,14,개,noun,798
923,2,무릅쓰다,verb,1150
925,2,경멸,noun,1158
926,2,기생충,noun,1163
939,7,타오르다,verb,1107
953,5,흘기다,verb,1141
965,2,킬로그램,dependent noun,1034
972,4,교내,noun,1147
980,2,포스터,noun,1126
980,5,스커트,noun,1151
981,8,초대장,noun,1165
981,18,졸업식,noun,1153
992,2,스타일,noun,1023
996,2,안경,noun,994
1000,2,패션,noun,1100
1012,4,사촌,noun,1130
1048,9,응수,noun,1170
1050,2,국경선,noun,1163
1080,2,지대,noun,973
1102,4,활기차다,adjective,1148
1155,4,빚지다,verb,1163
1156,2,크리스마스,noun,1147
1189,8,위층,noun,1144
1218,5,밀착,noun,1162
1241,3,메일,noun,1128
1244,3,보살피다,verb,1128
1251,2,겸손,noun,1154
1255,2,사려,noun,1154
1264,2,경력,noun,1051
1272,2,자판,noun,1156
1280,2,구부러지다,adjective,1170
1282,4,벽장,noun,1156
1282,4,깜빡하다,verb,1164
1285,4,뜯다,verb,1067
1296,2,스테레오,noun,1168
1303,4,을,noun,1135
1308,2,덤덤하다,adjective,1163
1312,5,겉,noun,1023
1327,3,후견인,noun,1154
1337,2,기념,noun,1075
1342,2,다소,adverb,846
1343,3,심다,verb,925
1363,2,바깥세상,noun,1165
1409,3,깍지,noun,1159
1409,2,불룩,adverb,1163
1416,2,놀이,noun,710
1416,2,마크,noun,1139
1423,8,관절,noun,1093
1433,3,충돌,noun,1084
1445,5,항공,noun,1064
1445,2,생일날,noun,1166
1450,3,세제,noun,1128
1463,13,냉정,noun,1169
1519,6,알,noun,998
1522,4,툴툴거리다,verb,1170
1526,4,평정,noun,1161
1528,3,설득력,noun,1085
1545,3,풀려나다,verb,1125
1571,2,중재,noun,1151
1587,4,멋대로,adverb,1143
1630,3,안절부절,adverb,1168
1637,4,대결,noun,1046
1645,2,폰,noun,1170
1649,5,저기,exclamation,1049
1670,2,섹스,noun,1084
1708,7,처녀,noun,932
1737,2,매듭,noun,1134
1738,4,비겁하다,adjective,1151
